eval_id,eval_name,eval_dataset,eval_aug,eval_method,eval_K_fold,pretrain_id,pretrain_name,pretrain_dataset,pretrain_method,pretrain_aug,accuracies,backbone,K
tel6zj1u,__linear__frg__mixed__simclr_banner_aug_mixed_model_resnet50__K3__as_is__info__,frg,mixed,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,"[61.60714340209961, 64.28571319580078, 64.61038970947266]",resnet50,3
qh1bfq1e,__linear__frg__mixed__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info__,frg,mixed,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[62.256492614746094, 59.25324630737305, 61.03895950317383]",resnet50,3
mjluvfqj,__linear__frg__mixed__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info__,frg,mixed,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[56.655845642089844, 61.60714340209961, 57.14285659790039]",resnet50,3
87qh5dpo,__linear__frg__mixed__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info__,frg,mixed,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[59.82143020629883, 62.41883087158203, 58.92856979370117]",resnet18,3
3jmbws4j,__linear__frg__mixed__simclr_banner_aug_minmax_model_resnet50__K3__as_is__info__,frg,mixed,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,"[63.149349212646484, 65.2597427368164, 69.72402954101562]",resnet50,3
34jlr4qc,__linear__frg__mixed__byol_banner_aug_mixed_model_resnet18__K3__as_is__info__,frg,mixed,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[59.90259552001953, 62.41883087158203, 61.68831253051758]",resnet18,3
znehe483,__linear__frg__mixed____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info__,frg,mixed,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[58.7662353515625, 59.82143020629883, 59.00973892211914]",resnet18,3
hvy92ecl,__linear__frg__mixed__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info__,frg,mixed,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[65.42208099365234, 65.17857360839844, 65.82791900634766]",resnet18,3
bq48fsug,__linear__frg__mixed____pretrain__banner__dino__resnet18__e600__p256____K3__as_is__info__,frg,mixed,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[53.24675369262695, 52.191558837890625, 53.977272033691406]",resnet18,3
9hhbit8c,__linear__frg__mixed____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info__,frg,mixed,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[63.798702239990234, 63.068180084228516, 63.717533111572266]",resnet18,3
s0foqul5,__linear__frg__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256____K3__as_is__info__,frg,mixed,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,"[25.0, 25.0, 25.0]",vit_tiny,3
rh7o4yws,__linear__frg__mixed__simclr_banner_aug_mixed_model_resnet18__K3__as_is__info__,frg,mixed,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[61.52597427368164, 64.12337493896484, 66.55844116210938]",resnet18,3
wrb6tx0i,__linear__frg__mixed____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K3__as_is__info__,frg,mixed,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[49.350650787353516, 49.10714340209961, 46.59090805053711]",vit_tiny,3
jf8ouxn1,__linear__frg__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K3__as_is__info__,frg,mixed,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[47.24026107788086, 49.02597427368164, 47.40259552001953]",vit_tiny,3
cvkc4jwl,__linear__frg__mixed__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info__,frg,mixed,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[59.65909194946289, 56.25, 59.9837646484375]",resnet50,3
2npcr3gf,__linear__frg__mixed__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info__,frg,mixed,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[59.00973892211914, 60.79545593261719, 59.90259552001953]",resnet18,3
q07a1vr1,__linear__frg__minmax__byol_banner_aug_minmax_model_resnet50__K3__as_is__info__,frg,minmax,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[62.66233825683594, 63.96104049682617, 60.14610290527344]",resnet50,3
mpmjijpg,__linear__frg__minmax__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info__,frg,minmax,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[61.60714340209961, 59.49675369262695, 60.308441162109375]",resnet50,3
mmotzf2z,__linear__frg__mixed__byol_banner_aug_minmax_model_resnet50__K3__as_is__info__,frg,mixed,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[61.52597427368164, 61.201297760009766, 61.931819915771484]",resnet50,3
htdqb4gf,__linear__frg__minmax__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info__,frg,minmax,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[58.522727966308594, 62.01298522949219, 60.389610290527344]",resnet18,3
bfljkosj,__linear__frg__minmax__byol_banner_aug_mixed_model_resnet18__K3__as_is__info__,frg,minmax,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[58.522727966308594, 61.60714340209961, 58.68506622314453]",resnet18,3
amv66hbz,__linear__frg__minmax____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info__,frg,minmax,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[58.27922058105469, 59.90259552001953, 58.441558837890625]",resnet18,3
3qn4rqmw,__linear__frg__minmax__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info__,frg,minmax,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[60.06493377685547, 59.82143020629883, 57.71104049682617]",resnet50,3
zlak3axw,__linear__frg__minmax__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info__,frg,minmax,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[53.084415435791016, 58.19805145263672, 54.951297760009766]",resnet50,3
wiub3335,__linear__frg__minmax____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info__,frg,minmax,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[64.61038970947266, 65.34091186523438, 66.31493377685547]",resnet18,3
ozuc6rq7,__linear__frg__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256____K3__as_is__info__,frg,minmax,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,"[25.0, 25.0, 25.0]",vit_tiny,3
3ka9rzyq,__linear__frg__minmax____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K3__as_is__info__,frg,minmax,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[52.5974006652832, 49.350650787353516, 48.8636360168457]",vit_tiny,3
v9btejc5,__linear__frg__minmax__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info__,frg,minmax,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[60.227272033691406, 62.01298522949219, 62.905845642089844]",resnet18,3
lf7vnyh6,__linear__frg__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K3__as_is__info__,frg,minmax,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[43.506492614746094, 48.782466888427734, 44.64285659790039]",vit_tiny,3
dp9z99ar,__linear__frg__minmax____pretrain__banner__dino__resnet18__e600__p256____K3__as_is__info__,frg,minmax,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[50.405845642089844, 51.78571319580078, 48.05194854736328]",resnet18,3
e5zz5rng,__linear__frg__minmax__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info__,frg,minmax,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[68.66883087158203, 68.42532348632812, 66.07142639160156]",resnet18,3
4uro5q4o,__linear__frg__minmax__simclr_banner_aug_minmax_model_resnet50__K3__as_is__info__,frg,minmax,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,"[65.42208099365234, 63.717533111572266, 69.64286041259766]",resnet50,3
8atr7yns,__linear__frg__minmax__swav-banner-mixed-resnet18-prot300-lr12-batch1024__K3__balanced_as_is__info__,frg,minmax,linear,linear,t2dojrsg,swav-banner-mixed-resnet18-prot300-lr12-batch1024,banner,swav,mixed,"[53.32792282104492, 56.006492614746094, 51.94805145263672]",resnet18,3
3y6ppwq1,__linear__frg__minmax__simclr_banner_aug_mixed_model_resnet18__K3__as_is__info__,frg,minmax,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[63.47402572631836, 65.2597427368164, 67.85713958740234]",resnet18,3
2xvo41z9,__linear__frg__minmax__simclr_banner_aug_mixed_model_resnet50__K3__as_is__info__,frg,minmax,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,"[62.256492614746094, 63.068180084228516, 63.23051834106445]",resnet50,3
xpqrtesg,__linear__vlass__mixed__simclr_banner_aug_minmax_model_resnet50__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,"[70.6211166381836, 71.2008285522461, 70.41407775878906]",resnet50,3
tj9krvqn,__linear__vlass__mixed__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[69.04762268066406, 68.96480560302734, 69.10973358154297]",resnet18,3
s8x2hoc3,__linear__vlass__mixed__simclr_banner_aug_mixed_model_resnet18__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[69.9585952758789, 70.86956787109375, 69.87577819824219]",resnet18,3
q4wnxb5l,__linear__vlass__mixed____pretrain__banner__dino__resnet18__e600__p256____K3__as_is__info_downloaded__,vlass,mixed,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[67.57763671875, 67.70186614990234, 70.10352325439453]",resnet18,3
hw33qrtc,__linear__vlass__mixed____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[45.983436584472656, 43.83022689819336, 45.817806243896484]",vit_tiny,3
au8hj79b,__linear__vlass__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[42.89855194091797, 41.366458892822266, 41.63561248779297]",vit_tiny,3
03fm4tcq,__linear__vlass__mixed__simclr_banner_aug_mixed_model_resnet50__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,"[72.21532440185547, 72.4637680053711, 71.262939453125]",resnet50,3
6sd47wo5,__linear__vlass__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256____K3__as_is__info_downloaded__,vlass,mixed,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,"[20.0, 20.0, 20.0]",vit_tiny,3
ocfssa3q,__linear__vlass__mixed____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info_downloaded__,vlass,mixed,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[68.84058380126953, 66.62525939941406, 70.02070617675781]",resnet18,3
3yiy70es,__linear__vlass__mixed__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[69.08902740478516, 68.36438751220703, 70.6211166381836]",resnet50,3
3gc88fle,__linear__vlass__mixed____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info_downloaded__,vlass,mixed,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[71.28364562988281, 70.97308349609375, 72.19461822509766]",resnet18,3
fobesc2d,__linear__vlass__mixed__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[68.63353729248047, 67.84679412841797, 70.12422180175781]",resnet18,3
zu2sixx7,__linear__vlass__minmax____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[54.24430847167969, 53.58177947998047, 52.83644104003906]",vit_tiny,3
x07ar964,__linear__vlass__mixed__byol_banner_aug_mixed_model_resnet18__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[70.24845123291016, 68.28157043457031, 71.24223327636719]",resnet18,3
rk00h7rw,__linear__vlass__minmax__simclr_banner_aug_mixed_model_resnet50__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,u4crvqfs,simclr_banner_aug_mixed_model_resnet50,banner,simclr,mixed,"[69.71014404296875, 71.96687316894531, 70.31056213378906]",resnet50,3
qjv0iz0i,__linear__vlass__minmax__simclr_banner_aug_minmax_model_resnet18__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[70.93167877197266, 70.6418228149414, 71.49068450927734]",resnet18,3
nc9q6ufo,__linear__vlass__mixed__byol_banner_aug_minmax_model_resnet50__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[72.07039642333984, 70.5176010131836, 72.5879898071289]",resnet50,3
lc6kd6lp,__linear__vlass__mixed__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[61.904762268066406, 60.351966857910156, 63.58177947998047]",resnet18,3
jk8tsmgi,__linear__vlass__minmax__simclr_banner_aug_minmax_model_resnet50__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,4j8zhz46,simclr_banner_aug_minmax_model_resnet50,banner,simclr,minmax,"[71.36646270751953, 72.17391204833984, 70.7453384399414]",resnet50,3
iqz88ka9,__linear__vlass__minmax__swav-banner-mixed-resnet18-prot300-lr12-batch1024__K3__balanced_as_is__info__,vlass,minmax,linear,linear,t2dojrsg,swav-banner-mixed-resnet18-prot300-lr12-batch1024,banner,swav,mixed,"[55.17598342895508, 53.60248565673828, 54.45134735107422]",resnet18,3
7dlwvc1i,__linear__vlass__minmax____pretrain__banner__dino__resnet18__e600__p256____K3__as_is__info_downloaded__,vlass,minmax,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[61.34575653076172, 61.55279541015625, 63.95445251464844]",resnet18,3
5k8vpiib,__linear__vlass__mixed__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[65.32090759277344, 62.73291778564453, 65.6935806274414]",resnet50,3
5a6yexs5,__linear__vlass__mixed__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info_downloaded__,vlass,mixed,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[68.07453155517578, 66.48033142089844, 69.896484375]",resnet50,3
s5q392we,__linear__vlass__minmax__simclr_banner_aug_mixed_model_resnet18__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[66.9565200805664, 68.13665008544922, 68.44720458984375]",resnet18,3
q0e4qza9,__linear__vlass__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256____K3__as_is__info_downloaded__,vlass,minmax,linear,linear,6jz72oq3,__pretrain__banner__dino__mixed__vittiny__e600__p256__,banner,dino,mixed,"[20.0, 20.0, 20.0]",vit_tiny,3
ouk9aliw,__linear__vlass__minmax____pretrain__banner__all4one__resnet18__600__512____K3__as_is__info_downloaded__,vlass,minmax,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[66.74948120117188, 66.211181640625, 66.23188781738281]",resnet18,3
8u26j7k7,__linear__vlass__minmax____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[52.422359466552734, 50.227745056152344, 49.97929763793945]",vit_tiny,3
vinb6sdy,__linear__vlass__minmax__byol_hulk_aug_mixed_model_resnet50__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,nlmcibmc,byol_hulk_aug_mixed_model_resnet50,hulk,byol,mixed,"[56.501033782958984, 57.95030975341797, 59.02691650390625]",resnet50,3
fej4xu51,__linear__vlass__minmax____pretrain__banner__all4one__minmax__resnet18__e600__p512____K3__as_is__info_downloaded__,vlass,minmax,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[71.65631866455078, 72.65010070800781, 74.38923645019531]",resnet18,3
d8h9b34n,__linear__vlass__minmax__byol_hulk_aug_mixed_model_resnet18__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,wgoatix7,byol_hulk_aug_mixed_model_resnet18,hulk,byol,mixed,"[68.46791076660156, 66.33540344238281, 67.24637603759766]",resnet18,3
zaqz0do3,__linear__vlass__minmax__byol_hulk_aug_minmax_model_resnet50__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,h86uf9vr,byol_hulk_aug_minmax_model_resnet50,hulk,byol,minmax,"[66.8322982788086, 66.12836456298828, 68.30227661132812]",resnet50,3
y394ltrv,__linear__vlass__minmax__byol_hulk_aug_minmax_model_resnet18__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,uja9qvb7,byol_hulk_aug_minmax_model_resnet18,hulk,byol,minmax,"[65.32090759277344, 64.12008666992188, 66.2732925415039]",resnet18,3
n906qcch,__linear__vlass__minmax__byol_banner_aug_mixed_model_resnet18__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,jymmsi6s,byol_banner_aug_mixed_model_resnet18,banner,byol,mixed,"[64.24430847167969, 63.06418228149414, 66.1490707397461]",resnet18,3
jswt07a7,__linear__vlass__minmax__byol_banner_aug_mixed_model_resnet50_lr02__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,x21qga53,byol_banner_aug_mixed_model_resnet50_lr02_600epcs,banner,byol,mixed,"[61.24223709106445, 61.38716506958008, 63.91304397583008]",resnet50,3
7dmra1kd,__linear__vlass__minmax__byol_banner_aug_minmax_model_resnet50__K3__as_is__info_downloaded__,vlass,minmax,linear,linear,xtulgzz6,byol_banner_aug_minmax_model_resnet50,banner,byol,minmax,"[73.80952453613281, 71.159423828125, 74.57556915283203]",resnet50,3
tyn6irfd,__linear__rgz__minmax____byol__resnet18__meanstd__K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,fzm3knyp,__byol__resnet18__meanstd,banner,byol,mixed,"[69.96295928955078, 70.81481170654297, 68.0740737915039, 69.0740737915039, 69.67334747314453, 72.97698974609375, 69.59911346435547, 68.52264404296875, 69.41351318359375, 68.8196029663086]",resnet18,10
ubkn8jlf,__linear__rgz__mixed____pretrain__banner__all4one__resnet18__600__512____K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[70.44444274902344, 69.85185241699219, 69.88888549804688, 69.51851654052734, 70.11878204345703, 72.60578918457031, 67.9287338256836, 68.59688568115234, 71.38085174560547, 69.22791290283203]",resnet18,10
8ias9eem,__linear__rgz__minmax____pretrain__banner__dino__resnet18__e600__p256____K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[66.25926208496094, 62.518516540527344, 63.55555725097656, 62.11111068725586, 63.028953552246094, 68.2999267578125, 63.43727111816406, 62.21232604980469, 63.36302947998047, 65.96139526367188]",resnet18,10
36i6mill,__linear__rgz__minmax____pretrain__banner__all4one__resnet18__600__512____K10__balanced_fixed__info_wo_nan__,rgz,minmax,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[69.03704071044922, 66.03704071044922, 66.85185241699219, 68.03704071044922, 68.70824432373047, 71.97476196289062, 68.2999267578125, 68.07720947265625, 67.9287338256836, 69.78470611572266]",resnet18,10
rtadqabc,__linear__robin__mixed____pretrain__banner__dino__resnet18__e600__p256____K10__balanced_fixed__info__,robin,mixed,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[69.61038970947266, 73.41991424560547, 72.7272720336914, 76.53679656982422, 75.75757598876953, 73.7662353515625, 67.532470703125, 68.39826965332031, 63.80952453613281, 62.36933898925781]",resnet18,10
v4echdjt,__linear__robin__mixed____pretrain__banner__all4one__resnet18__600__512____K10__balanced_fixed__info__,robin,mixed,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[72.55411529541016, 78.44155883789062, 76.36363983154297, 72.55411529541016, 82.59740447998047, 82.85714721679688, 77.66233825683594, 75.49784088134766, 65.97402954101562, 70.64459991455078]",resnet18,10
iijm2vvk,__linear__robin__minmax____pretrain__banner__dino__resnet18__e600__p256____K10__balanced_fixed__info__,robin,minmax,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[74.45887756347656, 70.04328918457031, 71.60173034667969, 71.16883087158203, 75.15151977539062, 71.34199523925781, 68.39826965332031, 67.44589233398438, 62.07792282104492, 66.37630462646484]",resnet18,10
uujb56aa,__linear__robin__minmax____pretrain__banner__all4one__resnet18__600__512____K10__balanced_fixed__info__,robin,minmax,linear,linear,2h5n923y,__pretrain__banner__all4one__resnet18__600__512__,banner,all4one,mixed,"[76.01731872558594, 72.55411529541016, 72.98701477050781, 71.68831634521484, 83.29004669189453, 79.30735778808594, 76.4502182006836, 76.62337493896484, 69.09091186523438, 70.81881713867188]",resnet18,10
kbulolbs,__linear__robin__mixed____pretrain__banner__all4one__minmax__resnet18__e600__p512____K10__balanced_fixed__info__,robin,mixed,linear,linear,60ffbwwo,__pretrain__banner__all4one__minmax__resnet18__e600__p512__,banner,all4one,minmax,"[76.27706146240234, 79.74026489257812, 77.48918151855469, 77.57575988769531, 84.06926727294922, 79.91342163085938, 81.12554168701172, 74.54545593261719, 69.177490234375, 69.86062622070312]",resnet18,10
3c6p6keu,__linear__robin__mixed____pretrain__banner__dino__mixed__vittiny__e600__p512__lr001__K10__balanced_fixed__info__,robin,mixed,linear,linear,5mn08b62,__pretrain__banner__dino__mixed__vittiny__e600__p512__lr001,banner,dino,mixed,"[56.01731872558594, 51.51515197753906, 53.67965316772461, 56.709957122802734, 62.25108337402344, 61.645023345947266, 55.15151596069336, 56.19047927856445, 51.16883087158203, 50.60975646972656]",vit_tiny,10
qpcexpgu,__linear__robin__mixed____pretrain__banner__dino__mixed__vittiny__e600__p256__lr001__K10__balanced_fixed__info__,robin,mixed,linear,linear,ef8jdr9u,__pretrain__banner__dino__mixed__vittiny__e600__p256__lr001,banner,dino,mixed,"[47.70562744140625, 39.567100524902344, 43.030303955078125, 45.627708435058594, 46.66666793823242, 48.48484802246094, 45.71428680419922, 43.376625061035156, 38.26839828491211, 42.59581756591797]",vit_tiny,10
3ux8xigc,__linear__rgz__mixed____pretrain__banner__dino__resnet18__e600__p256____K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,r55v8bjo,__pretrain__banner__dino__resnet18__e600__p256__,banner,dino,mixed,"[70.77777862548828, 68.9259262084961, 71.48148345947266, 67.70370483398438, 69.37639617919922, 71.12100982666016, 67.44618225097656, 68.96807861328125, 70.30438232421875, 69.15367889404297]",resnet18,10
c0q6maiu,__linear__robin__minmax__byol_banner_aug_minmax_model_resnet18__K10__balanced_fixed__info__,robin,minmax,linear,linear,rfkiis97,byol_banner_aug_minmax_model_resnet18,banner,byol,minmax,"[74.19913482666016, 77.74891662597656, 77.48918151855469, 80.17316436767578, 80.60606384277344, 83.9826889038086, 82.33766174316406, 77.57575988769531, 68.31169128417969, 67.85714721679688]",resnet18,10
znme4g9o,__linear__rgz__mixed__byol_banner_aug_minmax_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,rfkiis97,byol_banner_aug_minmax_model_resnet18,banner,byol,minmax,"[70.22222137451172, 69.18518829345703, 68.74073791503906, 69.88888549804688, 70.0816650390625, 73.49665832519531, 69.41351318359375, 70.04454803466797, 71.3437271118164, 71.26949310302734]",resnet18,10
6tpbfou2,__linear__robin__mixed__byol_banner_aug_minmax_model_resnet18__K10__balanced_fixed__info__,robin,mixed,linear,linear,rfkiis97,byol_banner_aug_minmax_model_resnet18,banner,byol,minmax,"[77.3160171508789, 79.48052215576172, 78.78787994384766, 74.28571319580078, 82.51082611083984, 83.89610290527344, 80.95238494873047, 75.75757598876953, 68.74459075927734, 69.16376495361328]",resnet18,10
xo5d48cq,__linear__rgz__mixed__simclr_banner_aug_mixed_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,hljzzxvp,simclr_banner_aug_mixed_model_resnet18,banner,simclr,mixed,"[70.11111450195312, 70.33333587646484, 68.59259033203125, 67.44444274902344, 66.963623046875, 73.90497589111328, 70.63845825195312, 68.63400268554688, 69.2650375366211, 69.59911346435547]",resnet18,10
0xkuq28j,__linear__rgz__mixed__simclr_banner_aug_minmax_model_resnet18__K10__balanced_fixed__info_wo_nan__,rgz,mixed,linear,linear,uiaz3umx,simclr_banner_aug_minmax_model_resnet18,banner,simclr,minmax,"[67.74073791503906, 66.62963104248047, 68.48148345947266, 66.74073791503906, 66.44395446777344, 69.89606475830078, 68.48552703857422, 67.18634033203125, 68.63400268554688, 66.963623046875]",resnet18,10
